"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"133.3","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,"no","yes","no","no","yes","yes","yes",4,3,3,1,2,4,0,"yes",4,14,14,14,0,"no",4,15,14,15
"284.2","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,"no","no","yes","no","yes","yes","no",4,3,4,1,4,4,0,"no",4,6,5,6,0,"no",4,11,9,10
"165.2","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,0,"no",14,12,10,11,0,"yes",0,14,15,15
"124","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,"no","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,1,"yes",28,10,9,9,1,"yes",14,8,9,8
"96.3","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,"no","yes","no","yes","yes","yes","no",5,3,2,1,2,3,0,"no",18,7,6,6,0,"no",21,13,13,13
"121.1","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,4,1,3,3,0,"no",10,16,15,15,0,"no",2,17,18,17
"251.1","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,0,"yes",16,10,12,11,0,"yes",4,12,11,12
"272.1","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",3,3,3,2,3,4,0,"yes",2,10,11,12,0,"no",0,12,12,12
"125.3","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,"no","no","no","yes","yes","yes","no",4,4,5,1,3,5,0,"no",16,16,15,15,0,"no",8,11,13,14
"305.3","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,"no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,0,"no",8,15,14,14,0,"no",2,16,16,16
"38","GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,"yes","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,"no",0,10,10,10,0,"no",0,13,12,12
"111.2","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,"no","yes","no","no","yes","no","no",4,4,4,1,3,1,0,"yes",4,9,9,10,0,"no",0,14,15,15
"278.3","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",5,4,5,1,2,5,3,"no",0,5,0,0,0,"no",22,9,7,6
"100.1","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,0,"yes",3,11,11,11,0,"no",0,11,11,10
"171.2","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,0,"yes",10,8,8,8,0,"no",4,12,12,12
"233.3","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,"no","no","yes","yes","yes","no","no",5,3,2,2,2,5,0,"no",2,12,12,14,0,"no",0,13,13,14
"132.1","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,0,"yes",7,10,9,9,0,"no",0,13,12,13
"168.1","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,0,"no",7,16,15,17,0,"no",4,14,14,15
"216.1","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"12.2","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,0,"no",0,8,0,0,0,"no",6,11,12,13
"77.3","GP","F",16,"U","GT3","T",4,4,"other","other","reputation","mother",1,1,"no","no","yes","no","yes","yes","no",5,3,4,1,2,1,0,"no",6,11,14,14,0,"no",4,12,13,13
"250.3","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","yes","no","yes","no","yes","yes",3,3,2,2,1,5,0,"no",0,7,6,0,0,"no",16,9,9,8
"350.3","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,0,"no",0,11,11,10,0,"no",6,13,12,13
"346.1","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,"no","no","yes","yes","yes","no","no",1,1,1,1,1,5,1,"no",0,6,5,0,0,"no",6,11,12,9
"370.1","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,"no","no","no","yes","yes","no","no",4,3,2,1,3,5,1,"no",0,6,5,0,1,"no",0,5,8,0
"356","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",4,5,4,2,3,3,0,"yes",2,13,13,13,1,"no",4,8,9,10
"246","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,"no",0,13,12,12,0,"yes",4,14,15,15
"65.1","GP","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",3,2,"yes","yes","yes","yes","yes","no","no",5,3,2,1,1,4,0,"no",4,8,10,10,0,"no",2,13,14,14
"129.1","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,2,"yes",22,6,6,4,0,"no",16,11,9,10
"342.1","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,"no","yes","no","no","yes","yes","yes",3,2,2,4,2,5,0,"yes",10,14,12,11,0,"no",0,7,5,0
"227","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,"yes",2,11,12,11,0,"no",0,10,9,11
"320.1","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,"no","no","no","yes","no","yes","yes",2,3,5,2,5,4,3,"no",0,6,5,0,2,"no",0,11,9,0
"319","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,0,"yes",9,15,13,15,0,"no",0,17,17,17
"68.4","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"57.1","GP","F",16,"U","GT3","T",2,2,"services","services","home","mother",1,1,"no","yes","no","no","yes","yes","no",1,2,2,1,3,5,2,"yes",14,6,9,8,0,"no",6,10,11,12
"178.2","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,"no","yes","yes","yes","yes","yes","yes",1,3,5,3,5,1,0,"yes",6,10,13,13,0,"no",8,12,10,11
"277.3","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,"no","no","yes","no","yes","yes","no",4,4,4,4,5,5,0,"yes",12,7,8,8,0,"no",16,10,11,12
"287.2","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,0,"no",4,10,10,11,0,"yes",4,11,11,13
"45.1","GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,"no","yes","yes","no","yes","yes","yes",4,3,2,1,1,5,2,"no",0,4,0,0,0,"no",4,9,9,10
"88.1","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,"yes","yes","no","yes","yes","no","no",3,3,3,2,3,2,0,"no",4,7,6,6,0,"no",0,12,13,12
"361.2","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,1,"yes",14,6,5,5,1,"yes",0,7,7,0
"94.2","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,"no","no","yes","yes","yes","no","no",2,1,1,1,1,3,0,"no",2,13,11,11,0,"no",2,13,13,13
"138.3","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,"no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,"no",0,14,15,15,0,"no",8,14,15,16
"101","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,"no","yes","no","yes","yes","no","no",3,1,2,1,1,3,0,"yes",6,18,18,18,0,"no",0,18,19,19
"291.1","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,"no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,0,"yes",30,8,8,8,0,"no",22,11,11,10
"368.2","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,1,"no",4,8,8,8,1,"no",4,8,9,10
"11.3","GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,0,"yes",0,14,15,15,0,"no",0,15,14,15
"199","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,"yes",0,9,11,12,0,"yes",0,10,11,11
"18.1","GP","F",15,"U","GT3","T",2,2,"other","other","course","mother",1,4,"yes","yes","no","yes","yes","yes","no",5,1,2,1,1,3,0,"yes",8,7,8,8,0,"no",4,10,10,10
"38.1","GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,"yes","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,"no",0,10,10,10,0,"no",0,13,12,12
"274.2","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,"no","no","no","yes","yes","no","no",2,2,2,3,3,5,0,"no",8,16,12,13,3,"no",14,9,8,10
"216.2","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"51.5","GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,"no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,0,"no",20,13,12,12,0,"no",4,9,10,10
"107","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,0,"no",6,6,5,6,0,"no",2,10,13,13
"177.2","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,"no",0,17,16,16,0,"no",0,13,14,15
"106.2","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,0,"yes",23,13,13,13,0,"no",14,15,14,17
"314.2","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,"no","yes","no","no","yes","yes","no",4,3,2,1,1,3,0,"yes",2,8,8,8,0,"no",2,10,10,11
"248.1","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,1,4,0,"no",0,16,17,17,0,"no",0,16,16,16
"140","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,3,3,2,3,1,0,"no",56,9,9,8,0,"no",32,14,13,14
"208.2","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,0,"no",6,18,19,19,0,"no",4,13,14,14
"105.2","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,"no","yes","no","no","yes","yes","yes",3,3,3,1,3,3,0,"no",6,8,7,9,0,"no",10,12,13,14
"184.1","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,"no","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,0,"yes",6,16,14,15,0,"no",6,14,13,13
"48.2","GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,"yes","yes","yes","no","yes","yes","yes",5,5,5,5,5,5,0,"no",6,10,8,11,0,"no",0,10,10,16
"224.2","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,0,"yes",8,9,9,10,0,"no",16,10,11,12
"332.4","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,7,6,0,1,"no",0,8,8,9
"250.4","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","yes","no","yes","no","yes","yes",3,3,2,2,1,5,0,"no",0,7,6,0,0,"no",16,9,9,8
"128.3","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,"yes",0,15,15,15,0,"no",0,17,18,18
"32.2","GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,"no","no","no","yes","yes","yes","no",5,3,4,4,4,1,0,"yes",6,10,13,13,0,"no",0,13,12,13
"134","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,"no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,"no",0,16,15,15,0,"no",0,14,14,15
"3.2","GP","F",15,"R","GT3","T",2,2,"at_home","other","reputation","mother",1,1,"yes","yes","yes","yes","yes","no","no",4,3,1,1,1,2,0,"yes",8,14,13,13,0,"no",8,14,13,12
"116.2","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,"no","yes","no","yes","yes","no","no",3,3,3,1,4,3,0,"yes",3,7,7,8,0,"no",4,12,13,13
"162.2","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,0,"yes",21,17,18,18,0,"no",2,15,15,15
"148.2","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,"no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,0,"yes",8,12,10,11,0,"no",8,10,11,12
"346.2","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,"no","no","yes","yes","yes","no","no",1,1,1,1,1,5,1,"no",0,6,5,0,0,"no",6,11,12,9
"96.4","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,"no","yes","no","yes","yes","yes","no",5,3,2,1,2,3,0,"no",18,7,6,6,0,"no",21,13,13,13
"237.1","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,1,"yes",4,10,12,12,1,"no",0,10,10,1
"224.3","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,0,"yes",8,9,9,10,0,"no",16,10,11,12
"119.1","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,0,"no",1,12,14,15,0,"no",0,17,18,17
"219.3","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,"no","no","no","no","yes","no","no",4,2,2,1,2,3,0,"no",2,17,15,15,0,"no",4,12,10,11
"369.5","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,"no","no","no","yes","yes","yes","no",5,4,4,3,3,2,3,"no",8,8,7,8,1,"no",8,10,9,11
"124.1","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,"no","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,1,"yes",28,10,9,9,1,"yes",14,8,9,8
"348.4","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,0,"yes",0,15,15,15,0,"no",1,16,16,16
"305.4","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,"no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,0,"no",8,15,14,14,0,"no",2,16,16,16
"132.2","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,0,"yes",7,10,9,9,0,"no",0,13,12,13
"143.3","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,"no","no","no","no","no","yes","yes",4,1,1,1,1,5,0,"no",75,10,9,9,0,"no",15,12,9,10
"88.2","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,"yes","yes","no","yes","yes","no","no",3,3,3,2,3,2,0,"no",4,7,6,6,0,"no",0,12,13,12
"199.1","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,"yes",0,9,11,12,0,"yes",0,10,11,11
"362.3","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,"no","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,0,"yes",3,14,12,12,0,"no",3,9,10,10
"256.2","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,"no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,1,"no",6,12,13,14,1,"no",6,9,10,10
"334.3","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,"no","no","no","no","yes","no","no",3,2,2,1,2,3,0,"no",0,12,11,12,0,"no",0,13,13,13
"158.4","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,"no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,0,"no",7,13,13,14,0,"no",4,14,16,17
"186.2","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,"yes","yes","yes","no","yes","yes","yes",3,2,2,1,3,3,0,"yes",2,10,12,12,0,"no",0,11,11,12
"179.1","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,"no","yes","no","yes","yes","yes","yes",4,5,2,1,1,3,0,"no",0,14,16,16,0,"no",0,14,14,15
"323.1","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,"no","yes","no","yes","yes","yes","no",3,2,4,2,4,4,1,"yes",13,6,6,8,0,"no",10,10,10,10
"247.3","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,"yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,0,"yes",14,7,7,5,0,"no",12,9,9,8
"126","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",0,15,12,14,0,"no",0,16,16,16
"353.2","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,"no","no","yes","no","yes","yes","no",5,4,2,1,2,5,1,"no",0,7,5,0,1,"no",4,10,11,10
"287.3","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,0,"no",4,10,10,11,0,"yes",4,11,11,13
"152.5","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,"no","yes","no","no","yes","yes","yes",4,4,4,1,1,3,0,"yes",0,7,0,0,0,"no",10,12,10,11
"355.1","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,"no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,0,"no",2,11,11,10,0,"no",4,14,15,16
"325.3","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,0,"yes",8,10,11,10,0,"no",0,10,10,10
"340.3","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,"no","no","no","yes","yes","yes","no",4,3,2,1,2,4,0,"no",2,8,8,10,0,"no",4,10,11,12
"198.3","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"289.4","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,"yes","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,"no",14,11,9,9,0,"no",0,13,13,13
"206.3","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,"no","yes","no","yes","yes","yes","no",4,2,2,1,1,1,0,"yes",0,16,18,19,0,"no",0,15,16,17
"72","GP","F",16,"U","GT3","T",4,3,"other","at_home","course","mother",1,3,"yes","yes","no","yes","yes","yes","no",5,3,5,1,1,3,0,"yes",0,7,9,8,0,"no",2,12,13,13
"155.1","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,"yes",0,9,10,0,0,"no",0,11,12,13
"239.1","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",2,16,18,18,0,"no",4,13,14,14
"24.2","GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,"no","no","yes","yes","yes","yes","no",4,5,5,1,3,1,0,"yes",4,16,17,18,0,"no",6,14,13,13
"180.4","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,0,"yes",0,16,18,18,0,"no",0,16,16,16
"361.3","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,1,"yes",14,6,5,5,1,"yes",0,7,7,0
"350.4","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,0,"no",0,11,11,10,0,"no",6,13,12,13
"257","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,"yes",0,15,15,15,0,"no",0,13,14,16
"99","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","yes",4,4,2,1,1,4,0,"yes",6,7,7,7,0,"no",0,11,12,12
"252.2","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",4,11,11,11,0,"yes",2,12,12,13
"106.3","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,0,"yes",23,13,13,13,0,"no",14,15,14,17
"10.3","GP","F",15,"U","GT3","A",3,3,"other","health","reputation","father",1,4,"yes","no","no","yes","yes","no","no",4,3,3,1,1,4,0,"no",10,10,11,11,0,"no",10,10,10,10
"176.1","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,"no","yes","no","yes","yes","no","yes",5,3,3,1,1,5,0,"no",0,9,0,0,0,"no",2,12,11,11
"115","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,2,2,1,1,3,0,"no",12,11,9,9,0,"no",4,14,13,13
"301.1","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,"no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,0,"no",9,16,15,16,0,"no",4,15,14,17
"365.1","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,"no","no","no","no","yes","yes","yes",3,3,2,1,2,3,0,"no",4,10,10,10,0,"no",2,14,13,14
"296","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,"no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,"yes",4,10,9,9,0,"no",0,10,11,11
"69.1","GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,2,3,1,1,5,0,"no",2,15,16,16,0,"yes",2,16,15,16
"356.1","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",4,5,4,2,3,3,0,"yes",2,13,13,13,1,"no",4,8,9,10
"139.1","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"31.2","GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"no",0,16,16,15,0,"no",6,13,14,14
"26","GP","F",15,"U","GT3","T",4,4,"services","services","course","mother",1,1,"yes","yes","no","yes","yes","yes","no",3,3,4,2,3,5,0,"yes",0,8,10,11,0,"no",0,13,12,12
"172","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,"no","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,2,"yes",15,9,9,9,0,"no",16,11,12,12
"30.1","GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",4,2,2,1,1,5,0,"yes",2,9,11,11,0,"no",2,13,13,13
"214.1","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,4,0,"no",2,15,16,18,0,"no",0,14,14,14
"317","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,2,2,2,1,"no",0,10,10,0,0,"no",0,12,12,13
"283.1","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,4,3,1,3,5,0,"yes",4,14,12,11,0,"no",0,14,15,15
"57.2","GP","F",16,"U","GT3","T",2,2,"services","services","home","mother",1,1,"no","yes","no","no","yes","yes","no",1,2,2,1,3,5,2,"yes",14,6,9,8,0,"no",6,10,11,12
"329.1","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,1,1,1,1,0,"no",12,11,11,11,0,"no",4,11,13,14
"251.2","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,0,"yes",16,10,12,11,0,"yes",4,12,11,12
"144.1","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","no","no",5,2,5,1,5,4,3,"no",6,9,8,10,3,"no",6,11,10,11
"47.2","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,"no","yes","no","yes","yes","no","no",4,3,2,1,4,5,0,"yes",6,9,9,10,0,"no",2,12,13,13
"133.4","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,"no","yes","no","no","yes","yes","yes",4,3,3,1,2,4,0,"yes",4,14,14,14,0,"no",4,15,14,15
"66","GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,0,"yes",54,11,12,11,0,"no",4,11,11,11
"221","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",4,3,3,3,4,3,0,"no",10,10,8,9,0,"no",8,10,9,11
"204","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,0,"no",4,14,15,15,0,"no",8,15,15,16
